    0.00   0.32271E-05 
    2.00   0.31495E-05 
    4.00   0.29259E-05 
    6.00   0.25828E-05 
    8.00   0.21597E-05 
   10.00   0.17028E-05 
   12.00   0.12592E-05 
   14.00   0.87079E-06 
   16.00   0.56980E-06 
   18.00   0.37542E-06 
   20.00   0.29185E-06 
   22.00   0.30811E-06 
   24.00   0.39985E-06 
   26.00   0.53346E-06 
   28.00   0.67184E-06 
   30.00   0.78100E-06 
   32.00   0.83609E-06 
   34.00   0.82530E-06 
   36.00   0.75101E-06 
   38.00   0.62785E-06 
   40.00   0.47846E-06 
   42.00   0.32808E-06 
   44.00   0.19927E-06 
   46.00   0.10786E-06 
   48.00   0.60824E-07 
   50.00   0.56181E-07 
   52.00   0.84677E-07 
   54.00   0.13263E-06 
   56.00   0.18522E-06 
   58.00   0.22945E-06 
   60.00   0.25634E-06 
   62.00   0.26191E-06 
   64.00   0.24710E-06 
   66.00   0.21667E-06 
   68.00   0.17755E-06 
   70.00   0.13712E-06 
   72.00   0.10164E-06 
   74.00   0.75298E-07 
   76.00   0.59816E-07 
   78.00   0.54627E-07 
   80.00   0.57467E-07 
   82.00   0.65166E-07 
   84.00   0.74426E-07 
   86.00   0.82450E-07 
   88.00   0.87327E-07 
   90.00   0.88163E-07 
   92.00   0.84998E-07 
   94.00   0.78573E-07 
   96.00   0.70036E-07 
   98.00   0.60642E-07 
  100.00   0.51524E-07 
  102.00   0.43529E-07 
  104.00   0.37160E-07 
  106.00   0.32574E-07 
  108.00   0.29655E-07 
  110.00   0.28097E-07 
  112.00   0.27507E-07 
  114.00   0.27486E-07 
  116.00   0.27687E-07 
  118.00   0.27854E-07 
  120.00   0.27826E-07 
  122.00   0.27528E-07 
  124.00   0.26951E-07 
  126.00   0.26122E-07 
  128.00   0.25090E-07 
  130.00   0.23902E-07 
  132.00   0.22601E-07 
  134.00   0.21225E-07 
  136.00   0.19809E-07 
  138.00   0.18389E-07 
  140.00   0.17013E-07 
  142.00   0.15735E-07 
  144.00   0.14618E-07 
  146.00   0.13719E-07 
  148.00   0.13087E-07 
  150.00   0.12743E-07 
  152.00   0.12683E-07 
  154.00   0.12864E-07 
  156.00   0.13213E-07 
  158.00   0.13633E-07 
  160.00   0.14018E-07 
  162.00   0.14267E-07 
  164.00   0.14306E-07 
  166.00   0.14095E-07 
  168.00   0.13638E-07 
  170.00   0.12986E-07 
  172.00   0.12225E-07 
  174.00   0.11465E-07 
  176.00   0.10819E-07 
  178.00   0.10386E-07 
