Wavelength:Absorption:Emission/D
324	0.23543424030519855	0.                  
330	0.2797744973266716	0.                  
336	0.3568982562212688	0.                  
342	0.45794399557184606	0.                  
348	0.5720861560960396	0.                  
354	0.6423607325337347	0.                  
360	0.7237046979297348	0.                  
366	0.8169704975047025	0.                  
372	0.8954133588231912	0.                  
378	0.9457181027326789	0.                  
384	0.9901303540388469	0.                  
390	0.9955050870093485	0.                  
396	0.9538469297065142	0.                  
402	0.8898202898772857	0.                  
408	0.8584075622446017	0.                  
414	0.8364139962860144	0.                  
420	0.7851614701046612	0.                  
426	0.7082888913779626	0.                  
432	0.6392903396510657	0.                  
438	0.5515063263380027	0.                  
444	0.4256967788043867	0.08657197078612922 
450	0.2415679335503349	0.24244440143865642 
456	0.13310591472926148	0.463427444632436   
462	0.030562155168096572	0.8093744108256966  
468	0.008148621487096941	0.9283384225343975  
474	0.002747241342357043	0.9789958445998295  
480	0.			0.9952580190378026  
486	0.			0.9683221897945588  
492	0.			0.8580880346078893  
498	0.			0.695394404265841   
504	0.			0.5420850105165227  
510	0.			0.44045761435208164 
516	0.			0.37538391688413775 
522	0.			0.32514287498636296 
528	0.			0.2727348311625266  
534	0.			0.21490510479855662 
540	0.			0.16099793158878195 
546	0.			0.11888268966239912 
552	0.			0.08963478399179192 
558	0.			0.06809158627158829 
564	0.			0.0527319299208866  
570	0.			0.03171523603459048 
576	0.			0.020248021089946944
582	0.			0.014252509594427476
588	0.			0.010999675726623082
594	0.			0.008252310074156277
